GTFS Stop ID,Stop Name,station_low,ZIP_CODE,GTFS Latitude,GTFS Longitude,PerHH,BachDeg,GradDeg,TotGrad,2015 Median Household Income,SV
G07,Court Sq,court sq,11435,40.702566,-73.816859,0.040941658,0.206776441,0.221659278,0.428435719,59540,0
G22,Lexington Av/53 St,lexington av/53 st,11101,40.746554,-73.943832,0.050328228,0.39546421,0.265768958,0.661233168,54347,0
G24,5 Av/53 St,5 av/53 st,11101,40.744065,-73.949724,0.070841889,0.348522445,0.220618092,0.569140537,70378,0
G28,Jamaica Center - Parsons/Archer,jamaica center - parsons/archer,11222,40.724635,-73.951277,0.019976498,0.334534968,0.169430425,0.503965393,61826,0
G29,Sutphin Blvd - Archer Av - JFK Airport,sutphin blvd - archer av - jfk airport,11211,40.712792,-73.951418,0.032258065,0.29723127,0.121606949,0.418838219,53284,0
G30,Jamaica - Van Wyck,jamaica - van wyck,11206,40.706092,-73.950308,0.007919747,0.150031387,0.055869429,0.205900816,26696,0
G32,21 St,21 st,11206,40.694568,-73.949046,0.04076087,0.150819672,0.057377049,0.208196721,30551,0
G33,Greenpoint Av,greenpoint av,11205,40.689627,-73.953522,0.004934211,0.231327801,0.06604426,0.297372061,33640,0
G34,Nassau Av,nassau av,11238,40.688873,-73.96007,0.04136253,0.352941176,0.211841599,0.564782776,63689,0
G35,Metropolitan Av,metropolitan av,11205,40.688089,-73.966839,0.108313817,0.352855051,0.314055637,0.666910688,75949,0.324207359
103,Myrtle - Willoughby Avs,myrtle - willoughby avs,10463,40.884667,-73.90087,0.006049607,0.127210216,0.016208251,0.143418468,50123,0
104,Bedford - Nostrand Avs,bedford - nostrand avs,10463,40.878856,-73.904834,0.008695652,0.127210216,0.016208251,0.143418468,42166,0
106,Classon Av,classon av,10463,40.874561,-73.909831,0.013333333,0.13324896,0.08949557,0.222744531,28692,0
109,Van Cortlandt Park - 242 St,van cortlandt park - 242 st,10040,40.860531,-73.925536,0.031522065,0.250992577,0.147246677,0.398239254,38601,0
110,238 St,238 st,10040,40.855225,-73.929412,0.001917546,0.089345064,0.056695992,0.146041056,29306,0
111,231 St,231 st,10033,40.849505,-73.933596,0.00154679,0.157262468,0.026756462,0.18401893,27086,0.728887526
112,Marble Hill - 225 St,marble hill - 225 st,10032,40.840556,-73.940133,0.005082592,0.120313374,0.059317292,0.179630666,32759,0
113,215 St,215 st,10032,40.834041,-73.94489,0.038347206,0.18972332,0.106375666,0.296098986,36733,0
114,207 St,207 st,10031,40.826551,-73.95036,0.018250472,0.121397521,0.088230559,0.209628079,29021,1.501012838
116,191 St,191 st,10027,40.815581,-73.958372,0.062842128,0.200316915,0.387957216,0.588274132,44240,0
118,168 St - Washington Hts,168 st - washington hts,10025,40.803967,-73.966847,0.227791701,0.26372739,0.496608527,0.760335917,92649,0
119,157 St,157 st,10025,40.799446,-73.968379,0.174531351,0.334409391,0.463389582,0.797798973,98654,0
121,137 St - City College,137 st - city college,10024,40.788644,-73.976218,0.257309942,0.314462417,0.497383444,0.811845861,147892,0
123,116 St - Columbia University,116 st - columbia university,10023,40.778453,-73.98197,0.237385122,0.332792815,0.53498815,0.867780965,120475,0
124,Cathedral Pkwy,cathedral pkwy,10023,40.77344,-73.982209,0.345934593,0.363013699,0.435359589,0.798373288,174512,0
130,66 St - Lincoln Center,66 st - lincoln center,10011,40.744081,-73.995657,0.274093511,0.431442291,0.368842255,0.800284546,123357,0
137,18 St,18 st,10007,40.715478,-74.009266,0.616333938,0.461141113,0.435078657,0.89621977,200000,0
139,Christopher St - Sheridan Sq,christopher st - sheridan sq,10006,40.707513,-74.013783,0.184576023,0.436510308,0.404242605,0.840752913,120453,0
142,Houston St,houston st,10004,40.702068,-74.013664,0.147928994,0.372473532,0.350336862,0.722810395,83091,0
229,Franklin St,franklin st,10038,40.709416,-74.006571,0.251959155,0.471326165,0.379032258,0.850358423,128359,0
233,South Ferry,south ferry,11201,40.690545,-73.985065,0.130928854,0.330357143,0.334821429,0.665178571,62775,0
236,Wall St,wall st,11217,40.680829,-73.975098,0.108761329,0.3725,0.29125,0.66375,80485,30.19889853
237,Clark St,clark st,11238,40.675235,-73.971046,0.182656827,0.444579485,0.379193,0.823772484,104260,0
238,Borough Hall,borough hall,11238,40.671987,-73.964375,0.042776433,0,0,0,61988,0
239,Hoyt St,hoyt st,11225,40.670682,-73.958131,0.009937888,0.170875697,0.107904231,0.278779928,39429,0.573181346
248,Nevins St,nevins st,11225,40.669847,-73.950466,0.017253278,0.125977411,0.061685491,0.187662902,41519,0
251,Grand Army Plaza,grand army plaza,11212,40.664717,-73.92261,0.002497502,0.031679617,0.018828452,0.050508069,25000,0
252,Eastern Pkwy - Brooklyn Museum,eastern pkwy - brooklyn museum,11212,40.661453,-73.916327,0.034883721,0.073411765,0.029176471,0.102588235,41737,0
255,Kingston Av,kingston av,11207,40.664635,-73.894895,0.003745318,0.050334076,0.048552339,0.098886414,29459,0
256,Crown Hts - Utica Av,crown hts - utica av,11207,40.665449,-73.889395,0.006831768,0.08460076,0.072718631,0.157319392,47763,0
257,Sutter Av - Rutland Rd,sutter av - rutland rd,11207,40.666235,-73.884079,0.006831768,0.08460076,0.072718631,0.157319392,47763,0
241,Saratoga Av,saratoga av,11225,40.667883,-73.950683,0.007959479,0.125977411,0.061685491,0.187662902,37796,0
243,Junius St,junius st,11225,40.656652,-73.9502,0.017463933,0.149637442,0.089980224,0.239617666,48940,0
244,Pennsylvania Av,pennsylvania av,11226,40.650843,-73.949575,0.012338425,0.165415987,0.050897227,0.216313214,42974,0
247,President St,president st,11210,40.632836,-73.947642,0.016496018,0.193312435,0.10031348,0.293625914,39058,0
601,Sterling St,sterling st,10461,40.852462,-73.828121,0.036308623,0.195581395,0.117674419,0.313255814,48765,0
602,Winthrop St,winthrop st,10461,40.84681,-73.832569,0.020847811,0.119821826,0.062806236,0.182628062,46047,0
604,Beverly Rd,beverly rd,10461,40.839892,-73.842952,0.000619579,0.151548072,0.048343292,0.199891363,35453,0
606,Newkirk Av,newkirk av,10462,40.836488,-73.847036,0.00754717,0.151548072,0.048343292,0.199891363,42156,0
607,Flatbush Av - Brooklyn College,flatbush av - brooklyn college,10462,40.834255,-73.851222,0.015088013,0.120641777,0.033631595,0.154273372,37054,0
608,Pelham Bay Park,pelham bay park,10472,40.833226,-73.860816,0.013016412,0.126638856,0.045292014,0.17193087,35259,0
609,Buhre Av,buhre av,10472,40.831509,-73.867618,0.005536332,0.121071429,0.021428571,0.1425,39662,0
610,Middletown Rd,middletown rd,10472,40.829521,-73.874516,0.002271007,0.053809729,0.004735256,0.058544985,24964,0
611,Westchester Sq - E Tremont Av,westchester sq - e tremont av,10472,40.828584,-73.879159,0.005396654,0.037845706,0.009315866,0.047161572,27005,0
612,Zerega Av,zerega av,10459,40.826525,-73.886283,0.002439024,0.127628716,0.035170413,0.16279913,16024,0
613,Castle Hill Av,castle hill av,10459,40.820948,-73.890549,0.002015113,0.075141075,0.017523018,0.092664093,19458,0
614,Parkchester,parkchester,10455,40.816104,-73.896435,0.007119387,0.068708846,0.031205268,0.099914114,22768,0
615,St Lawrence Av,st lawrence av,10455,40.812118,-73.904098,0.00197336,0.070396146,0.014721627,0.085117773,23176,0
616,Morrison Av- Sound View,morrison av- sound view,10454,40.808719,-73.907657,0,0.143333333,0.031111111,0.174444444,33640,0
617,Elder Av,elder av,10454,40.805368,-73.914042,0,0.059322034,0.008071025,0.067393059,16637,0
618,Whitlock Av,whitlock av,10454,40.807566,-73.91924,0.004730369,0.022942357,0.01089762,0.033839977,20809,0
619,Hunts Point Av,hunts point av,10454,40.810476,-73.926138,0.000532481,0.035389282,0.006740816,0.042130098,13030,0
401,Longwood Av,longwood av,10471,40.886037,-73.878751,0.003449267,0.126004095,0.057804379,0.183808474,33397,0
402,E 149 St,e 149 st,10467,40.87975,-73.884655,0.003039514,0.191827469,0.087400681,0.27922815,39685,0
405,E 143 St - St Mary's St,e 143 st - st mary's st,10468,40.873412,-73.890064,0.02124834,0.162927547,0.103714601,0.266642148,48165,0
406,Cypress Av,cypress av,10468,40.86776,-73.897174,0.009174312,0.118398637,0.03109029,0.149488927,26838,0
407,Brook Av,brook av,10468,40.862803,-73.901034,0.004258339,0.083333333,0.073243647,0.156576981,30091,0
408,3 Av - 138 St,3 av - 138 st,10453,40.858407,-73.903879,0.000764818,0.052674897,0.082716049,0.135390947,20721,0
409,Woodlawn,woodlawn,10453,40.853453,-73.907684,0.005452563,0.086992774,0.038910506,0.12590328,25914,27.48014772
410,Mosholu Pkwy,mosholu pkwy,10453,40.84848,-73.911794,0.000554631,0.044651163,0.037829457,0.08248062,29889,0
411,Bedford Park Blvd - Lehman College,bedford park blvd - lehman college,10452,40.844434,-73.914685,0.001715266,0.08778626,0.046755725,0.134541985,41921,0
414,183 St,183 st,10452,40.827994,-73.925831,0.002026342,0.14784796,0.048910006,0.196757965,27438,0
415,Burnside Av,burnside av,10451,40.818375,-73.927351,0.003009027,0.063732929,0.018209408,0.081942337,15675,0
416,176 St,176 st,10451,40.813224,-73.929849,0.003009027,0.063732929,0.018209408,0.081942337,15675,0
621,Mt Eden Av,mt eden av,10035,40.804138,-73.937594,0.002335085,0.095991561,0.019338959,0.11533052,17023,0
625,149 St - Grand Concourse,149 st - grand concourse,10128,40.785672,-73.95107,0.27784027,0.366064803,0.472174128,0.838238931,151175,0
626,138 St - Grand Concourse,138 st - grand concourse,10028,40.779492,-73.955589,0.293634497,0.314404432,0.545706371,0.860110803,138150,0
629,110 St,110 st,10022,40.762526,-73.967967,0.195187166,0.450769949,0.372375175,0.823145124,133652,0
634,68 St - Hunter College,68 st - hunter college,10010,40.739864,-73.986599,0.215647922,0.422909881,0.3364097,0.75931958,130275,0
636,51 St,51 st,10003,40.730054,-73.99107,0.26154769,0.429991715,0.412178956,0.842170671,152834,0
637,Grand Central - 42 St,grand central - 42 st,10012,40.725915,-73.994659,0.275834658,0.552801724,0.316271552,0.869073276,118156,0
638,33 St,33 st,10012,40.722301,-73.997141,0.167808219,0.438787879,0.295757576,0.734545455,72465,0
419,Astor Pl,astor pl,10006,40.707557,-74.011862,0.184576023,0.448167375,0.384143464,0.832310838,120453,0
420,Bleecker St,bleecker st,10004,40.704817,-74.014065,0.184576023,0.436510308,0.404242605,0.840752913,120453,0
204,Brooklyn Bridge - City Hall,brooklyn bridge - city hall,10466,40.898379,-73.854376,0.013615734,0.135986008,0.018801924,0.154787932,37786,0
207,Bowling Green,bowling green,10467,40.883895,-73.862633,0.018745494,0.233488372,0.039069767,0.27255814,43013,0
209,Wakefield - 241 St,wakefield - 241 st,10467,40.871356,-73.867164,0.002117149,0.123752495,0.089021956,0.212774451,35784,0
210,Nereid Av,nereid av,10467,40.865462,-73.867352,0.002117149,0.123752495,0.089021956,0.212774451,35784,0
211,233 St,233 st,10467,40.857192,-73.867615,0.005347594,0.140212864,0.146691347,0.286904211,38140,0
212,225 St,225 st,10462,40.848828,-73.868457,0.002283105,0.109004739,0.008293839,0.117298578,13861,0
213,219 St,219 st,10460,40.841894,-73.873488,0.002283105,0.109004739,0.008293839,0.117298578,13861,2.075797783
214,Gun Hill Rd,gun hill rd,10460,40.840295,-73.880049,0.000447427,0.046319272,0,0.046319272,14488,0
215,Burke Av,burke av,10460,40.837288,-73.887734,0.002675227,0.076462297,0.001761804,0.078224101,16621,0
216,Allerton Av,allerton av,10459,40.829993,-73.891865,0.003526093,0.144887485,0.045400711,0.190288196,28955,0
217,Pelham Pkwy,pelham pkwy,10459,40.824073,-73.893064,0.002699055,0.010188088,0.064263323,0.074451411,22137,0
218,Bronx Park East,bronx park east,10459,40.822181,-73.896736,0.00284738,0.044347826,0.019710145,0.064057971,21978,0
219,E 180 St,e 180 st,10455,40.819585,-73.90177,0.001283148,0.046031351,0.010450361,0.056481712,15000,0
220,West Farms Sq - E Tremont Av,west farms sq - e tremont av,10455,40.81649,-73.907807,0.001283148,0.06720336,0.073503675,0.140707035,15000,0
221,174 St,174 st,10455,40.816109,-73.917757,0.001547988,0.093301435,0.004485646,0.097787081,16702,0
222,Freeman St,freeman st,10451,40.81841,-73.926718,0.005365854,0.063732929,0.018209408,0.081942337,44003,0
301,Simpson St,simpson st,10039,40.82388,-73.93647,0.012738854,0.146036456,0.097922849,0.243959305,33510,0
302,Intervale Av,intervale av,10030,40.820421,-73.936245,0.008246793,0.206812652,0.134630981,0.341443633,17922,0
225,Jackson Av,jackson av,10027,40.807754,-73.945495,0.061710037,0.280549898,0.249490835,0.530040733,45494,0
226,3 Av - 149 St,3 av - 149 st,10026,40.802098,-73.949625,0.038607595,0.21488764,0.282771536,0.497659176,48718,0
501,Harlem - 148 St,harlem - 148 st,10466,40.8883,-73.830834,0.004938272,0.136344449,0.081046855,0.217391304,67016,0
701,Central Park North (110 St),central park north (110 st),11354,40.7596,-73.83003,0.010928962,0.251752709,0.149989378,0.401742086,37222,0
702,Eastchester - Dyre Av,eastchester - dyre av,11368,40.754622,-73.845625,0,0.094339623,0.226415094,0.320754717,0,0
705,Baychester Av,baychester av,11368,40.75173,-73.855334,0.017928287,0.13976378,0.066141732,0.205905512,53610,0
708,Morris Park,morris park,11372,40.748408,-73.876613,0.016086671,0.178718498,0.061110196,0.239828694,41647,0
709,Flushing - Main St,flushing - main st,11372,40.747659,-73.883697,0.006770481,0.175517049,0.087758524,0.263275573,37312,0
710,Mets - Willets Point,mets - willets point,11373,40.746848,-73.891394,0.008391608,0.21718273,0.081988661,0.299171391,46068,0
712,103 St - Corona Plaza,103 st - corona plaza,11377,40.74563,-73.902984,0.042611061,0.250434783,0.094299517,0.3447343,43870,0
713,Junction Blvd,junction blvd,11377,40.744149,-73.912549,0.008833922,0.1859035,0.149006623,0.334910123,45997,0
714,90 St - Elmhurst Av,90 st - elmhurst av,11104,40.743132,-73.918435,0.027027027,0.23693086,0.107082631,0.344013491,44277,0
715,82 St - Jackson Hts,82 st - jackson hts,11104,40.743781,-73.924016,0.013947847,0.206359507,0.081765088,0.288124594,41710,0
716,74 St - Broadway,74 st - broadway,11101,40.744587,-73.930997,0,0.127525253,0.061868687,0.189393939,30277,0
718,69 St,69 st,11101,40.750582,-73.940202,0.050328228,0.39546421,0.265768958,0.661233168,54347,0
719,Woodside - 61 St,woodside - 61 st,11101,40.747023,-73.945264,0.050328228,0.39546421,0.265768958,0.661233168,54347,0
720,52 St,52 st,11101,40.742216,-73.948916,0.183126551,0.377849063,0.38274523,0.760594293,103085,0
723,40 St,40 st,10017,40.751431,-73.976041,0.194468453,0.433573429,0.400560224,0.834133653,113073,0
725,Queensboro Plaza,queensboro plaza,10018,40.755477,-73.987691,0.057471264,0.22,0.22,0.44,106499,0
901,Hunters Point Av,hunters point av,10017,40.752769,-73.979189,0.170160897,0.415892673,0.335397317,0.75128999,110743,0
726,Vernon Blvd - Jackson Av,vernon blvd - jackson av,10001,40.755882,-74.00191,0.160527763,0.408611228,0.387927396,0.796538624,121229,0
Q04,5 Av,5 av,10028,40.777891,-73.951787,0.226502311,0.457899183,0.413123064,0.871022247,107525,0
S29,34 St - 11 Av,34 st - 11 av,10304,40.627915,-74.075162,0.025099075,0.119533528,0.074708455,0.194241983,43741,0
S25,St George,st george,10305,40.588849,-74.09609,0.042490842,0.197590361,0.11686747,0.314457831,61734,0
S24,Tompkinsville,tompkinsville,10306,40.583591,-74.103338,0.040322581,0.098016336,0.11940879,0.217425126,69081,0
S23,Stapleton,stapleton,10306,40.578965,-74.109704,0.089521166,0.163725122,0.150957567,0.314682689,71106,0
S22,Clifton,clifton,10306,40.57348,-74.11721,0.059884095,0.221649485,0.102061856,0.32371134,87675,0
S21,Grasmere,grasmere,10306,40.56511,-74.12632,0.065878378,0.217830882,0.199448529,0.417279412,85103,0
S20,Old Town,old town,10306,40.5564,-74.136907,0.059011164,0.170492721,0.111422172,0.281914894,80143,0
S19,Dongan Hills,dongan hills,10308,40.551231,-74.151399,0.041145623,0.158407271,0.126812378,0.285219649,90758,0
S18,Jefferson Av,jefferson av,10312,40.544601,-74.16457,0.041145623,0.158407271,0.126812378,0.285219649,90758,0
S17,Grant City,grant city,10312,40.54046,-74.178217,0.069148936,0.175091352,0.140073082,0.315164434,103089,0
S16,New Dorp,new dorp,10312,40.533674,-74.191794,0.069148936,0.175091352,0.140073082,0.315164434,103089,0
S15,Oakwood Heights,oakwood heights,10309,40.525507,-74.200064,0.117620345,0.211615487,0.147085002,0.35870049,103196,0
S14,Bay Terrace,bay terrace,10309,40.52241,-74.217847,0.041366906,0.18231315,0.098168619,0.280481769,83738,0
S13,Great Kills,great kills,10309,40.519631,-74.229141,0.041366906,0.18231315,0.098168619,0.280481769,83738,0
S09,Eltingville,eltingville,10307,40.512764,-74.251961,0.053972104,0.185481292,0.074512312,0.259993604,85160,0
S11,Annadale,annadale,10307,40.516578,-74.242096,0.053972104,0.185481292,0.074512312,0.259993604,85160,0
